Hourly Obs
Station Location: ADAMS FIELD AIRPORT (13963)
Lat: 34.727
Lon: -92.238
Elev: 258 ft. above sea level
WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
13963,20160115,0453,12,BKN011 OVC019, ,10.00, , , ,55, ,12.8, ,53, ,11.5, ,51, ,10.6, , 86, ,10, ,210, , , ,29.31, , , , , ,29.58, ,AA, , , ,29.58, 
13963,20160115,0553,12,BKN010 OVC024, ,10.00, , , ,55, ,12.8, ,53, ,11.8, ,52, ,11.1, , 90, , 5, ,260, , , ,29.32, , , , , ,29.59, ,AA, , , ,29.59, 
13963,20160115,0653,12,BKN011 OVC025, ,10.00, , , ,55, ,12.8, ,53, ,11.8, ,52, ,11.1, , 90, , 0, ,000, , , ,29.32, , , , , ,29.59, ,AA, , , ,29.59, 
13963,20160115,0753,12,BKN012 OVC060, ,10.00, , , ,56, ,13.3, ,54, ,12.1, ,52, ,11.1, , 87, , 8, ,240, , , ,29.33, , , , , ,29.60, ,AA, , , ,29.60, 
13963,20160115,0814,12,SCT012 BKN060, ,10.00, , , ,56, ,13.3, ,54, ,12.1, ,52, ,11.1, , 87, , 8, ,230, , , ,29.33, , , , , ,M, ,SP, , , ,29.60, 
13963,20160115,0853,12,SCT015, ,10.00, , , ,57, ,13.9, ,55, ,12.6, ,53, ,11.7, , 87, ,10, ,220, , , ,29.33, , , , , ,29.60, ,AA, , , ,29.60, 
13963,20160115,0928,12,BKN014, ,10.00, , , ,59, ,15.0, ,56, ,13.1, ,53, ,11.7, , 81, ,11, ,230, , , ,29.34, , , , , ,M, ,SP, , , ,29.61, 
13963,20160115,0953,12,OVC014, ,10.00, , , ,59, ,15.0, ,55, ,12.8, ,52, ,11.1, , 78, , 9, ,250, , , ,29.35, , , , , ,29.62, ,AA, , , ,29.62, 
13963,20160115,1023,12,BKN019, ,10.00, , , ,61, ,16.1, ,56, ,13.0, ,51, ,10.6, , 70, ,11, ,280, , , ,29.35, , , , , ,M, ,SP, , , ,29.62, 
13963,20160115,1038,12,SCT020, ,10.00, , , ,62, ,16.7, ,56, ,13.3, ,51, ,10.6, , 67, , 9, ,260, , , ,29.35, , , , , ,M, ,SP, , , ,29.62, 
13963,20160115,1053,12,SCT020, ,10.00, , , ,63, ,17.2, ,56, ,13.2, ,50, ,10.0, , 63, , 8, ,250, , , ,29.34, , , , , ,29.62, ,AA, , , ,29.61, 
13963,20160115,1153,12,FEW025 SCT250, ,10.00, , , ,67, ,19.4, ,53, ,11.7, ,40, ,4.4, , 37, ,14, ,300, ,21, ,29.33, , , , , ,29.60, ,AA, , , ,29.60, 
13963,20160115,1253,12,FEW030 SCT250, ,10.00, , , ,66, ,18.9, ,52, ,10.8, ,37, ,2.8, , 34, ,17, ,300, ,24, ,29.32, , , , , ,29.59, ,AA, , , ,29.59, 
13963,20160115,1353,12,FEW035 SCT250, ,10.00, , , ,66, ,18.9, ,51, ,10.6, ,36, ,2.2, , 33, ,17, ,300, ,24, ,29.33, , , , , ,29.60, ,AA, , , ,29.60, 
13963,20160115,1453,12,FEW035 SCT250, ,10.00, , , ,64, ,17.8, ,50, ,9.7, ,34, ,1.1, , 33, ,21, ,320, ,25, ,29.36, , , , , ,29.63, ,AA, , , ,29.63, 
13963,20160115,1553,12,FEW040, ,10.00, , , ,62, ,16.7, ,48, ,8.8, ,32, ,0.0, , 32, ,18, ,310, ,28, ,29.40, , , , , ,29.67, ,AA, , , ,29.67, 
13963,20160115,1653,12,FEW040 SCT250, ,10.00, , , ,59, ,15.0, ,47, ,8.3, ,33, ,0.6, , 38, ,16, ,300, ,22, ,29.44, , , , , ,29.71, ,AA, , , ,29.71, 
13963,20160115,1753,12,CLR, ,10.00, , , ,56, ,13.3, ,45, ,7.4, ,33, ,0.6, , 42, ,13, ,300, , , ,29.46, , , , , ,29.73, ,AA, , , ,29.73, 
13963,20160115,1853,12,CLR, ,10.00, , , ,52, ,11.1, ,44, ,6.3, ,33, ,0.6, , 49, , 6, ,270, , , ,29.48, , , , , ,29.75, ,AA, , , ,29.75, 
13963,20160115,1953,12,CLR, ,10.00, , , ,52, ,11.1, ,44, ,6.5, ,34, ,1.1, , 50, , 7, ,280, , , ,29.51, , , , , ,29.78, ,AA, , , ,29.78, 
13963,20160115,2053,12,CLR, ,10.00, , , ,50, ,10.0, ,43, ,6.0, ,34, ,1.1, , 54, ,10, ,310, , , ,29.52, , , , , ,29.80, ,AA, , , ,29.80, 
13963,20160115,2153,12,CLR, ,10.00, , , ,46, ,7.8, ,41, ,4.8, ,34, ,1.1, , 63, , 9, ,340, , , ,29.55, , , , , ,29.84, ,AA, , , ,29.83, 
13963,20160115,2253,12,CLR, ,10.00, , , ,42, ,5.6, ,38, ,3.2, ,32, ,0.0, , 68, , 7, ,350, , , ,29.59, , , , , ,29.87, ,AA, , , ,29.86, 
13963,20160115,2353,12,CLR, ,10.00, , , ,41, ,5.0, ,37, ,2.7, ,31, ,-0.6, , 68, , 8, ,350, , , ,29.59, , , , , ,29.87, ,AA, , , ,29.86, 
13963,20160116,0053,12,FEW250, ,10.00, , , ,39, ,3.9, ,36, ,2.0, ,31, ,-0.6, , 73, , 5, ,010, , , ,29.59, , , , , ,29.87, ,AA, , , ,29.86, 
13963,20160116,0153,12,SCT250, ,10.00, , , ,38, ,3.3, ,35, ,1.5, ,30, ,-1.1, , 73, , 6, ,350, , , ,29.59, , , , , ,29.87, ,AA, , , ,29.86, 
13963,20160116,0253,12,BKN250, ,10.00, , , ,38, ,3.3, ,35, ,1.5, ,30, ,-1.1, , 73, , 3, ,350, , , ,29.62, , , , , ,29.89, ,AA, , , ,29.89, 
13963,20160116,0353,12,BKN250, ,10.00, , , ,36, ,2.2, ,33, ,0.7, ,29, ,-1.7, , 76, , 6, ,330, , , ,29.62, , , , , ,29.91, ,AA, , , ,29.90, 
13963,20160116,0453,12,FEW150 BKN250, ,10.00, , , ,36, ,2.2, ,33, ,0.7, ,29, ,-1.7, , 76, , 6, ,360, , , ,29.63, , , , , ,29.92, ,AA, , , ,29.91, 
13963,20160116,0553,12,BKN150 OVC250, ,10.00, , , ,35, ,1.7, ,33, ,0.3, ,29, ,-1.7, , 79, , 7, ,350, , , ,29.65, , , , , ,29.93, ,AA, , , ,29.93, 
13963,20160116,0653,12,BKN150 BKN250, ,10.00, , , ,36, ,2.2, ,33, ,0.3, ,27, ,-2.8, , 70, , 7, ,350, , , ,29.69, , , , , ,29.97, ,AA, , , ,29.97, 
13963,20160116,0753,12,OVC150, ,10.00, , , ,36, ,2.2, ,33, ,0.3, ,27, ,-2.8, , 70, , 8, ,360, , , ,29.70, , , , , ,29.99, ,AA, , , ,29.98, 
13963,20160116,0853,12,FEW120 OVC150, ,10.00, , , ,37, ,2.8, ,33, ,0.6, ,27, ,-2.8, , 67, , 9, ,360, , , ,29.73, , , , , ,30.02, ,AA, , , ,30.01, 
13963,20160116,0953,12,BKN110 OVC150, ,10.00, , , ,38, ,3.3, ,33, ,0.7, ,26, ,-3.3, , 62, , 9, ,020, , , ,29.76, , , , , ,30.05, ,AA, , , ,30.04, 
13963,20160116,1053,12,OVC095, ,10.00, , , ,40, ,4.4, ,34, ,1.2, ,25, ,-3.9, , 55, , 8, ,350, , , ,29.77, , , , , ,30.06, ,AA, , , ,30.05, 
13963,20160116,1153,12,OVC100, ,10.00, , , ,41, ,5.0, ,35, ,1.4, ,24, ,-4.4, , 51, , 6, ,010, , , ,29.76, , , , , ,30.04, ,AA, , , ,30.04, 
13963,20160116,1253,12,OVC085, ,10.00, , , ,43, ,6.1, ,35, ,1.8, ,23, ,-5.0, , 45, , 9, ,340, , , ,29.72, , , , , ,30.00, ,AA, , , ,30.00, 
13963,20160116,1353,12,BKN075 OVC090, ,10.00, , , ,43, ,6.1, ,35, ,1.7, ,22, ,-5.6, , 43, , 8, ,340, , , ,29.70, , , , , ,29.98, ,AA, , , ,29.98, 
13963,20160116,1453,12,OVC060, ,10.00, , , ,44, ,6.7, ,35, ,1.8, ,21, ,-6.1, , 40, , 5, ,350, , , ,29.70, , , , , ,29.99, ,AA, , , ,29.98, 
13963,20160116,1553,12,OVC070, ,10.00, , , ,43, ,6.1, ,35, ,1.7, ,22, ,-5.6, , 43, , 7, ,300, , , ,29.72, , , , , ,30.01, ,AA, , , ,30.00, 
13963,20160116,1653,12,OVC080, ,10.00, , , ,43, ,6.1, ,35, ,1.5, ,21, ,-6.1, , 42, , 0, ,000, , , ,29.74, , , , , ,30.03, ,AA, , , ,30.02, 
13963,20160116,1753,12,SCT085 OVC120, ,10.00, , , ,41, ,5.0, ,34, ,1.0, ,22, ,-5.6, , 47, , 5, ,310, , , ,29.74, , , , , ,30.03, ,AA, , , ,30.02, 
13963,20160116,1853,12,SCT110 BKN250, ,10.00, , , ,39, ,3.9, ,33, ,0.5, ,23, ,-5.0, , 53, , 5, ,320, , , ,29.73, , , , , ,30.03, ,AA, , , ,30.01, 
13963,20160116,1953,12,FEW110 SCT250, ,10.00, , , ,39, ,3.9, ,33, ,0.7, ,24, ,-4.4, , 55, , 7, ,310, , , ,29.74, , , , , ,30.03, ,AA, , , ,30.02, 
13963,20160116,2053,12,FEW110 SCT250, ,10.00, , , ,38, ,3.3, ,33, ,0.6, ,25, ,-3.9, , 60, , 5, ,320, , , ,29.73, , , , , ,30.02, ,AA, , , ,30.01, 
13963,20160116,2153,12,FEW250, ,10.00, , , ,36, ,2.2, ,32, ,-0.2, ,24, ,-4.4, , 62, , 6, ,340, , , ,29.77, , , , , ,30.06, ,AA, , , ,30.05, 
13963,20160116,2253,12,OVC100, ,10.00, , , ,37, ,2.8, ,32, ,0.1, ,24, ,-4.4, , 59, , 5, ,330, , , ,29.79, , , , , ,30.08, ,AA, , , ,30.07, 
13963,20160116,2353,12,FEW100, ,10.00, , , ,34, ,1.1, ,30, ,-1.2, ,22, ,-5.6, , 62, , 7, ,300, , , ,29.79, , , , , ,30.08, ,AA, , , ,30.07, 
13963,20160117,0053,12,CLR, ,10.00, , , ,35, ,1.7, ,30, ,-1.0, ,21, ,-6.1, , 57, , 9, ,320, , , ,29.78, , , , , ,30.06, ,AA, , , ,30.06, 
13963,20160117,0153,12,CLR, ,10.00, , , ,33, ,0.6, ,28, ,-2.0, ,19, ,-7.2, , 56, , 6, ,330, , , ,29.79, , , , , ,30.08, ,AA, , , ,30.07, 
13963,20160117,0253,12,CLR, ,10.00, , , ,32, ,0.0, ,28, ,-2.4, ,19, ,-7.2, , 59, , 9, ,330, , , ,29.80, , , , , ,30.09, ,AA, , , ,30.08, 
13963,20160117,0353,12,CLR, ,10.00, , , ,31, ,-0.6, ,27, ,-2.7, ,19, ,-7.2, , 61, , 7, ,320, , , ,29.82, , , , , ,30.11, ,AA, , , ,30.10, 
13963,20160117,0453,12,CLR, ,10.00, , , ,31, ,-0.6, ,27, ,-2.9, ,18, ,-7.8, , 59, , 8, ,320, , , ,29.83, , , , , ,30.12, ,AA, , , ,30.11, 
13963,20160117,0553,12,CLR, ,10.00, , , ,29, ,-1.7, ,25, ,-3.7, ,17, ,-8.3, , 61, , 0, ,000, , , ,29.85, , , , , ,30.15, ,AA, , , ,30.13, 
13963,20160117,0653,12,CLR, ,10.00, , , ,29, ,-1.7, ,26, ,-3.4, ,19, ,-7.2, , 66, , 0, ,000, , , ,29.87, , , , , ,30.16, ,AA, , , ,30.15, 
13963,20160117,0753,12,FEW250, ,10.00, , , ,29, ,-1.7, ,26, ,-3.1, ,21, ,-6.1, , 72, , 0, ,000, , , ,29.89, , , , , ,30.18, ,AA, , , ,30.17, 
13963,20160117,0853,12,FEW250, ,10.00, , , ,35, ,1.7, ,31, ,-0.7, ,23, ,-5.0, , 62, , 7, ,330, , , ,29.91, , , , , ,30.21, ,AA, , , ,30.19, 
13963,20160117,0953,12,FEW250, ,10.00, , , ,39, ,3.9, ,32, ,0.1, ,20, ,-6.7, , 46, , 7, ,350, , , ,29.93, , , , , ,30.22, ,AA, , , ,30.21, 
13963,20160117,1053,12,FEW250, ,10.00, , , ,42, ,5.6, ,34, ,0.9, ,19, ,-7.2, , 40, , 3, ,VR , , , ,29.92, , , , , ,30.21, ,AA, , , ,30.20, 
13963,20160117,1153,12,FEW250, ,10.00, , , ,43, ,6.1, ,34, ,1.1, ,18, ,-7.8, , 37, , 5, ,360, , , ,29.91, , , , , ,30.20, ,AA, , , ,30.19, 
13963,20160117,1253,12,FEW050 SCT250, ,10.00, , , ,45, ,7.2, ,35, ,1.8, ,19, ,-7.2, , 35, , 0, ,000, , , ,29.89, , , , , ,30.18, ,AA, , , ,30.17, 
13963,20160117,1353,12,SCT060 BKN250, ,10.00, , , ,48, ,8.9, ,38, ,3.2, ,22, ,-5.6, , 36, , 9, ,300, , , ,29.88, , , , , ,30.17, ,AA, , , ,30.16, 
13963,20160117,1453,12,OVC060, ,10.00, , , ,48, ,8.9, ,38, ,3.2, ,22, ,-5.6, , 36, , 7, ,340, , , ,29.88, , , , , ,30.16, ,AA, , , ,30.16, 
13963,20160117,1553,12,BKN060 BKN250, ,10.00, , , ,48, ,8.9, ,38, ,3.4, ,23, ,-5.0, , 37, , 8, ,340, , , ,29.88, , , , , ,30.17, ,AA, , , ,30.16, 
13963,20160117,1653,12,BKN060 BKN250, ,10.00, , , ,47, ,8.3, ,38, ,3.2, ,24, ,-4.4, , 41, , 7, ,330, , , ,29.90, , , , , ,30.19, ,AA, , , ,30.18, 
13963,20160117,1753,12,BKN060 BKN250, ,10.00, , , ,45, ,7.2, ,37, ,2.8, ,25, ,-3.9, , 46, , 5, ,360, , , ,29.90, , , , , ,30.19, ,AA, , , ,30.18, 
13963,20160117,1853,12,BKN060 BKN250, ,10.00, , , ,45, ,7.2, ,37, ,3.0, ,26, ,-3.3, , 47, , 0, ,000, , , ,29.92, , , , , ,30.21, ,AA, , , ,30.20, 
13963,20160117,1953,12,OVC060, ,10.00, , , ,43, ,6.1, ,37, ,2.5, ,27, ,-2.8, , 53, ,13, ,020, ,18, ,29.95, , , , , ,30.24, ,AA, , , ,30.23, 
13963,20160117,2053,12,BKN050 OVC065, ,10.00, , , ,40, ,4.4, ,33, ,0.7, ,22, ,-5.6, , 49, ,10, ,360, , , ,29.98, , , , , ,30.27, ,AA, , , ,30.26, 
13963,20160117,2153,12,OVC050, ,10.00, , , ,39, ,3.9, ,33, ,0.7, ,24, ,-4.4, , 55, ,15, ,360, , , ,30.01, , , , , ,30.29, ,AA, , , ,30.29, 
13963,20160117,2253,12,OVC050, ,10.00, , , ,37, ,2.8, ,32, ,-0.0, ,23, ,-5.0, , 57, ,13, ,010, , , ,30.03, , , , , ,30.32, ,AA, , , ,30.31, 
13963,20160117,2353,12,OVC060, ,10.00, , , ,35, ,1.7, ,30, ,-0.8, ,22, ,-5.6, , 59, ,11, ,020, , , ,30.04, , , , , ,30.33, ,AA, , , ,30.32, 
13963,20160118,0053,12,OVC050, ,10.00, , , ,34, ,1.1, ,29, ,-1.3, ,21, ,-6.1, , 59, ,11, ,360, , , ,30.06, , , , , ,30.35, ,AA, , , ,30.34, 
13963,20160118,0153,12,OVC048, ,10.00, , , ,32, ,0.0, ,28, ,-2.2, ,20, ,-6.7, , 61, ,11, ,020, , , ,30.07, , , , , ,30.36, ,AA, ,  T, ,30.35, 
13963,20160118,0253,12,FEW020 OVC048, ,10.00, , , ,31, ,-0.6, ,27, ,-2.7, ,19, ,-7.2, , 61, ,10, ,030, , , ,30.08, , , , , ,30.37, ,AA, , , ,30.36, 
13963,20160118,0353,12,FEW020 OVC048, ,10.00, , , ,30, ,-1.1, ,26, ,-3.1, ,19, ,-7.2, , 64, ,10, ,010, , , ,30.10, , , , , ,30.39, ,AA, , , ,30.38, 
13963,20160118,0453,12,OVC045, ,10.00, , , ,28, ,-2.2, ,25, ,-3.8, ,19, ,-7.2, , 69, ,10, ,350, , , ,30.11, , , , , ,30.41, ,AA, ,  T, ,30.39, 
13963,20160118,0457,12,SCT015 OVC040, , 7.00, ,-SN, ,28, ,-2.2, ,25, ,-3.8, ,19, ,-7.2, , 69, ,11, ,350, , , ,30.11, , , , , ,M, ,SP, , , ,30.39, 
13963,20160118,0536,12,BKN015 OVC045, , 4.00, ,-SN, ,26, ,-3.3, ,24, ,-4.2, ,21, ,-6.1, , 81, ,10, ,350, , , ,30.13, , , , , ,M, ,SP, , , ,30.41, 
13963,20160118,0553,12,OVC015, , 5.00, ,-SN, ,26, ,-3.3, ,24, ,-4.2, ,21, ,-6.1, , 81, ,10, ,350, , , ,30.13, , , , , ,30.43, ,AA, ,  T, ,30.41, 
13963,20160118,0606,12,OVC013, , 5.00, ,-SN, ,26, ,-3.3, ,24, ,-4.2, ,21, ,-6.1, , 81, , 9, ,350, , , ,30.14, , , , , ,M, ,SP, , , ,30.42, 
13963,20160118,0638,12,OVC010, , 6.00, ,-SN BR, ,25, ,-3.9, ,24, ,-4.6, ,21, ,-6.1, , 85, , 8, ,030, , , ,30.15, , , , , ,M, ,SP, , , ,30.43, 
13963,20160118,0653,12,OVC010, , 6.00, ,-SN, ,25, ,-3.9, ,23, ,-4.7, ,20, ,-6.7, , 81, ,10, ,030, , , ,30.16, , , , , ,30.45, ,AA, ,  T, ,30.44, 
13963,20160118,0723,12,BKN010 OVC016, , 7.00, , , ,24, ,-4.4, ,23, ,-5.1, ,20, ,-6.7, , 85, ,13, ,050, , , ,30.17, , , , , ,M, ,SP, , , ,30.45, 
13963,20160118,0753,12,OVC013, ,10.00, , , ,24, ,-4.4, ,22, ,-5.3, ,19, ,-7.2, , 81, , 8, ,040, , , ,30.18, , , , , ,30.47, ,AA, ,  T, ,30.46, 
13963,20160118,0839,12,OVC017, ,10.00, , , ,24, ,-4.4, ,22, ,-5.7, ,16, ,-8.9, , 71, ,10, ,020, , , ,30.20, , , , , ,M, ,SP, , , ,30.48, 
13963,20160118,0853,12,BKN017 OVC060, ,10.00, , , ,24, ,-4.4, ,22, ,-5.7, ,16, ,-8.9, , 71, , 9, ,020, , , ,30.21, , , , , ,30.50, ,AA, , , ,30.49, 
13963,20160118,0951,12,SCT025 OVC060, ,10.00, , , ,25, ,-4.0, ,22, ,-5.6, ,14, ,-10.0, , 63, ,10, ,060, , , ,30.23, , , , , ,M, ,SP, , , ,30.51, 
13963,20160118,0953,12,SCT023 OVC060, ,10.00, , , ,25, ,-3.9, ,22, ,-5.6, ,14, ,-10.0, , 63, , 9, ,060, , , ,30.23, , , , , ,30.53, ,AA, , , ,30.51, 
13963,20160118,1053,12,BKN060, ,10.00, , , ,26, ,-3.3, ,22, ,-5.5, ,12, ,-11.1, , 55, , 7, ,040, , , ,30.23, , , , , ,30.53, ,AA, , , ,30.51, 
13963,20160118,1153,12,BKN055, ,10.00, , , ,26, ,-3.3, ,22, ,-5.5, ,12, ,-11.1, , 55, , 7, ,060, , , ,30.22, , , , , ,30.51, ,AA, , , ,30.50, 
13963,20160118,1253,12,BKN055, ,10.00, , , ,27, ,-2.8, ,23, ,-5.2, ,12, ,-11.1, , 53, , 3, ,070, , , ,30.19, , , , , ,30.49, ,AA, , , ,30.47, 
13963,20160118,1353,12,BKN050, ,10.00, , , ,28, ,-2.2, ,24, ,-4.7, ,13, ,-10.6, , 53, , 5, ,160, , , ,30.17, , , , , ,30.46, ,AA, , , ,30.45, 
13963,20160118,1453,12,BKN055, ,10.00, , , ,29, ,-1.7, ,24, ,-4.2, ,14, ,-10.0, , 53, , 3, ,110, , , ,30.16, , , , , ,30.45, ,AA, , , ,30.44, 
13963,20160118,1553,12,FEW055 FEW250, ,10.00, , , ,30, ,-1.1, ,25, ,-3.8, ,14, ,-10.0, , 51, , 8, ,140, , , ,30.15, , , , , ,30.44, ,AA, , , ,30.43, 
13963,20160118,1653,12,FEW055 FEW250, ,10.00, , , ,29, ,-1.7, ,24, ,-4.3, ,13, ,-10.6, , 51, , 6, ,150, , , ,30.15, , , , , ,30.45, ,AA, , , ,30.43, 
13963,20160118,1753,12,FEW055 FEW250, ,10.00, , , ,26, ,-3.3, ,22, ,-5.3, ,14, ,-10.0, , 60, , 6, ,160, , , ,30.16, , , , , ,30.45, ,AA, , , ,30.44, 
13963,20160118,1853,12,FEW050 FEW250, ,10.00, , , ,25, ,-3.9, ,22, ,-5.5, ,15, ,-9.4, , 66, , 3, ,160, , , ,30.16, , , , , ,30.45, ,AA, , , ,30.44, 
13963,20160118,1953,12,CLR, ,10.00, , , ,24, ,-4.4, ,21, ,-5.9, ,15, ,-9.4, , 68, , 6, ,150, , , ,30.16, , , , , ,30.45, ,AA, , , ,30.44, 
13963,20160118,2053,12,CLR, ,10.00, , , ,23, ,-5.0, ,21, ,-6.3, ,15, ,-9.4, , 71, , 3, ,160, , , ,30.16, , , , , ,30.45, ,AA, , , ,30.44, 
13963,20160118,2153,12,CLR, ,10.00, , , ,24, ,-4.4, ,21, ,-5.9, ,15, ,-9.4, , 68, , 0, ,000, , , ,30.17, , , , , ,30.46, ,AA, , , ,30.45, 
13963,20160118,2253,12,CLR, ,10.00, , , ,23, ,-5.0, ,21, ,-6.2, ,15, ,-9.4, , 71, , 3, ,140, , , ,30.17, , , , , ,30.46, ,AA, , , ,30.45, 
13963,20160118,2353,12,CLR, ,10.00, , , ,24, ,-4.4, ,21, ,-6.0, ,14, ,-10.0, , 66, , 5, ,110, , , ,30.16, , , , , ,30.45, ,AA, , , ,30.44, 
13963,20160119,0053,12,CLR, ,10.00, , , ,24, ,-4.4, ,21, ,-5.9, ,15, ,-9.4, , 68, , 7, ,110, , , ,30.14, , , , , ,30.44, ,AA, , , ,30.42, 
13963,20160119,0153,12,FEW120, ,10.00, , , ,24, ,-4.4, ,21, ,-5.9, ,15, ,-9.4, , 68, , 5, ,070, , , ,30.15, , , , , ,30.44, ,AA, , , ,30.43, 
13963,20160119,0253,12,FEW120, ,10.00, , , ,23, ,-5.0, ,21, ,-6.1, ,16, ,-8.9, , 74, , 5, ,110, , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160119,0353,12,FEW120, ,10.00, , , ,24, ,-4.4, ,22, ,-5.7, ,16, ,-8.9, , 71, , 6, ,070, , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160119,0453,12,FEW120, ,10.00, , , ,25, ,-3.9, ,23, ,-5.2, ,17, ,-8.3, , 72, , 6, ,100, , , ,30.14, , , , , ,30.44, ,AA, , , ,30.42, 
13963,20160119,0553,12,SCT049, ,10.00, , , ,25, ,-3.9, ,23, ,-5.0, ,18, ,-7.8, , 75, , 8, ,080, , , ,30.15, , , , , ,30.44, ,AA, , , ,30.43, 
13963,20160119,0653,12,FEW037 BKN049, ,10.00, , , ,27, ,-2.8, ,23, ,-4.8, ,15, ,-9.4, , 61, , 9, ,090, , , ,30.15, , , , , ,30.45, ,AA, , , ,30.43, 
13963,20160119,0753,12,OVC035, ,10.00, , , ,28, ,-2.2, ,24, ,-4.5, ,14, ,-10.0, , 56, ,13, ,100, , , ,30.17, , , , , ,30.46, ,AA, , , ,30.45, 
13963,20160119,0853,12,OVC032, ,10.00, , , ,29, ,-1.7, ,24, ,-4.2, ,14, ,-10.0, , 53, ,11, ,090, , , ,30.17, , , , , ,30.47, ,AA, , , ,30.45, 
13963,20160119,0953,12,OVC032, ,10.00, , , ,30, ,-1.1, ,25, ,-3.8, ,14, ,-10.0, , 51, ,13, ,120, , , ,30.17, , , , , ,30.47, ,AA, , , ,30.45, 
13963,20160119,1053,12,SCT035 BKN250, ,10.00, , , ,33, ,0.6, ,27, ,-2.7, ,14, ,-10.0, , 46, ,14, ,110, , , ,30.16, , , , , ,30.45, ,AA, , , ,30.44, 
13963,20160119,1153,12,BKN045 BKN250, ,10.00, , , ,36, ,2.2, ,29, ,-1.4, ,16, ,-8.9, , 44, ,13, ,110, , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160119,1253,12,OVC050, ,10.00, , , ,35, ,1.7, ,29, ,-1.8, ,16, ,-8.9, , 46, ,16, ,120, , , ,30.09, , , , , ,30.38, ,AA, , , ,30.37, 
13963,20160119,1353,12,SCT045 OVC080, ,10.00, , , ,36, ,2.2, ,30, ,-1.1, ,18, ,-7.8, , 48, ,13, ,100, , , ,30.04, , , , , ,30.33, ,AA, , , ,30.32, 
13963,20160119,1453,12,BKN040 OVC070, ,10.00, , , ,36, ,2.2, ,30, ,-1.1, ,18, ,-7.8, , 48, ,14, ,090, , , ,30.02, , , , , ,30.31, ,AA, , , ,30.30, 
13963,20160119,1553,12,OVC035, ,10.00, , , ,36, ,2.2, ,30, ,-1.0, ,19, ,-7.2, , 50, ,16, ,110, , , ,30.01, , , , , ,30.30, ,AA, , , ,30.29, 
13963,20160119,1653,12,OVC040, ,10.00, , , ,36, ,2.2, ,30, ,-1.0, ,19, ,-7.2, , 50, ,11, ,090, , , ,30.00, , , , , ,30.29, ,AA, , , ,30.28, 
13963,20160119,1753,12,OVC039, ,10.00, , , ,35, ,1.7, ,30, ,-1.3, ,19, ,-7.2, , 52, ,11, ,100, , , ,30.00, , , , , ,30.29, ,AA, , , ,30.28, 
13963,20160119,1853,12,SCT039 BKN055 OVC120, ,10.00, , , ,35, ,1.7, ,30, ,-1.3, ,19, ,-7.2, , 52, , 8, ,080, , , ,30.02, , , , , ,30.31, ,AA, , , ,30.30, 
13963,20160119,1953,12,OVC055, ,10.00, , , ,35, ,1.7, ,30, ,-1.2, ,20, ,-6.7, , 54, ,10, ,100, , , ,29.98, , , , , ,30.27, ,AA, , , ,30.26, 
13963,20160119,2053,12,BKN055 OVC080, ,10.00, , , ,35, ,1.7, ,30, ,-1.2, ,20, ,-6.7, , 54, ,13, ,100, , , ,29.94, , , , , ,30.23, ,AA, , , ,30.22, 
13963,20160119,2153,12,BKN055 OVC080, ,10.00, , , ,35, ,1.7, ,30, ,-1.0, ,21, ,-6.1, , 57, , 7, ,100, , , ,29.93, , , , , ,30.22, ,AA, , , ,30.21, 
13963,20160119,2239,12,BKN055 BKN070 OVC095, ,10.00, ,-PL, ,36, ,2.2, ,31, ,-0.5, ,22, ,-5.6, , 57, , 5, ,050, , , ,29.92, , , , , ,M, ,SP, , , ,30.20, 
13963,20160119,2244,12,BKN055 OVC070, ,10.00, ,-RA, ,36, ,2.2, ,31, ,-0.3, ,23, ,-5.0, , 59, , 6, ,050, , , ,29.92, , , , , ,M, ,SP, , , ,30.20, 
13963,20160119,2253,12,BKN055 OVC070, ,10.00, ,-RA, ,36, ,2.2, ,32, ,-0.2, ,24, ,-4.4, , 62, , 7, ,080, , , ,29.91, , , , , ,30.21, ,AA, ,  T, ,30.19, 
13963,20160119,2353,12,FEW040 BKN055 OVC090, ,10.00, , , ,34, ,1.1, ,31, ,-0.7, ,25, ,-3.9, , 70, ,10, ,340, , , ,29.91, , , , , ,30.20, ,AA, ,  T, ,30.19, 
13963,20160120,0051,12,OVC028, ,10.00, ,-RA, ,34, ,1.0, ,32, ,-0.1, ,28, ,-2.0, , 79, , 5, ,040, , , ,29.89, , , , , ,M, ,SP, , , ,30.17, 
